customerid,firstname,lastname,fullname,streetaddress,city,state,zipcode,email,phonenumber,firstpurchasedate,subscribedtoemaillist,gender
951702,Shaka,Ford,Shaka Ford,7239 Cecile Way,Sacramento,CA,94249,shakaf@yahoo.com,(916) 465-6285,2/5/2013,FALSE,F
954812,Mildred,Rosenheim,Mildred Rosenheim,876 Kylaglen Ct,Orangevale,CA,95662,mildred.r@icloud.com,(916) 495-3098,6/18/2013,TRUE,F
955591,Evelyn,Ashford,Evelyn Ashford,6574 El Dala Ln,Sacramento,CA,95822,e_ashford@zoho.com,(916) 771-8767,1/8/2013,TRUE,F
958321,Rush,Limbaugh,Rush Limbaugh,6923 Park River Oak Ct,Sacramento,CA,94288,l.rush@outlook.com,(916) 975-6062,1/21/2013,FALSE,M
961080,Anne,Ross,Anne Ross,5522 Spinning Rod Ct,Sacramento,CA,94248,ross.a@yahoo.com,(916) 401-3721,7/9/2012,FALSE,F
964403,David,Garibaldi,David Garibaldi,2778 Foppiano Way,Sacramento,CA,94254,david.g@hotmail.com,(916) 330-2531,2/6/2013,FALSE,M
964619,Lee,Greenwood,Lee Greenwood,1151 Yellowtail Way,Sacramento,CA,94269,lee.g@icloud.com,(916) 315-0098,8/7/2013,TRUE,M
970794,Reneau,Peurifoy,Reneau Peurifoy,4565 Feather River Way,Sacramento,CA,94287,p_reneau62@zoho.com,(916) 267-9129,6/11/2013,FALSE,M
972329,Gregg,Coffin,Gregg Coffin,2193 Woodville Ln,Citrus Heights,CA,95621,g.coffin@fastmail.com,(916) 719-7616,8/19/2013,FALSE,M
973766,Carla,Pfeifer,Carla Pfeifer,5601 Monte Casino Way,Sacramento,CA,95852,pfeiferc@zoho.com,(916) 295-9302,2/9/2013,TRUE,F
974503,Vicki,Abramson,Vicki Abramson,4824 Mackinaw Way,Elk Grove,CA,95758,vicki_a@fastmail.com,(916) 645-8767,4/11/2013,TRUE,F
976778,Bobby,Clark,Bobby Clark,4355 Amwell Ct,Wilton,CA,95693,c.bobby38@mail.com,(916) 523-3458,8/18/2013,TRUE,M
977759,Natalie,Dorris,Natalie Dorris,318 Pelligrini Ct,Sacramento,CA,95816,ndorris@gmail.com,(916) 505-7381,8/20/2013,TRUE,F
979679,Adrienne,Ibrahim,Adrienne Ibrahim,3708 Amazon Ave,Sacramento,CA,94294,iadrienne@zoho.com,(916) 649-9790,3/10/2013,FALSE,F
981529,Anne,Gray,Anne Gray,7031 Sierra Blvd,Sacramento,CA,95830,agray@gmail.com,(916) 469-9766,2/23/2013,FALSE,F
992895,Royce,Clayton,Royce Clayton,8565 Den Ave,Sacramento,CA,95853,c.royce@zoho.com,(916) 638-2357,6/1/2013,TRUE,M
992956,Ken,Forsch,Ken Forsch,1495 Canadeo Way,Sacramento,CA,95830,forsch.k@yahoo.com,(916) 547-1153,10/27/2012,FALSE,M
994056,Ruby,Bastian,Ruby Bastian,4967 Clairidge Oak Ct,Sacramento,CA,94289,ruby.b@fastmail.com,(916) 726-3245,12/1/2012,TRUE,F
994185,Theresa,Carpenter,Theresa Carpenter,8927 Rivercrest Dr,Sacramento,CA,95842,carpentert5@hotmail.com,(916) 479-9529,1/25/2013,TRUE,F
994199,Renee,Caceres,Renee Caceres,8720 Rivera Dr,Sacramento,CA,95815,c.renee@hotmail.com,(916) 617-0268,10/2/2012,TRUE,F
994269,Derwin,Williams,Derwin Williams,7945 Rose Petal Way,Sacramento,CA,94207,wderwin57@hotmail.com,(916) 541-5697,9/15/2013,FALSE,M
995599,Timothy,Schmit,Timothy Schmit,2089 Zet Ct,Sacramento,CA,95887,schmitt32@mail.com,(916) 355-6283,8/21/2012,TRUE,M
996970,Alice,Colletti,Alice Colletti,3826 Doreen Way,Antelope,CA,95843,calice@hotmail.com,(916) 375-9890,4/21/2013,TRUE,F
999915,Ricky,Ray,Ricky Ray,7837 El Cerro Ct,Sacramento,CA,95865,ricky_r@mail.com,(916) 188-8462,7/20/2013,FALSE,M
